Final Code	Item Name	UOM		HSN CODE	NEW ITEM DISRIPTION
PMCUL71006	ROUND MAGNETIC CHUCK DIA-225X70 MM	NOS		85051900	CAT. NO UL71006 ROUND MAGNETIC CHUCK DIA-225X70 MM
PMCUL71007	ROUND MAGNETIC CHUCK DIA-250X70 MM	NOS		85051900	CAT. NO UL71007 ROUND MAGNETIC CHUCK DIA-250X70 MM
PMCUL71008	ROUND MAGNETIC CHUCK DIA-300X70 MM	NOS		85051900	CAT. NO UL71008 ROUND MAGNETIC CHUCK DIA-300X70 MM
PMCUL71009	ROUND MAGNETIC CHUCK DIA-375X70 MM	NOS		85051900	CAT. NO UL71009 ROUND MAGNETIC CHUCK DIA-375X70 MM
PMCUL71010	ROUND MAGNETIC CHUCK DIA-400X70 MM	NOS		85051900	CAT. NO UL71010 ROUND MAGNETIC CHUCK DIA-400X70 MM
PMCUL71011	ROUND MAGNETIC CHUCK DIA-450X70 MM	NOS		85051900	CAT. NO UL71011 ROUND MAGNETIC CHUCK DIA-450X70 MM
EMEUL71401	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-450X150X105 MM	NOS		85051900	CAT. NO UL71401 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-450X150X105 MM
EMEUL71402	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-500X200X85 MM	NOS		85051900	CAT. NO UL71402 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-500X200X85 MM
EMEUL71403	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-600X200X85 MM	NOS		85051900	CAT. NO UL71403 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-600X200X85 MM
EMEUL71404	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-600X250X85 MM	NOS		85051900	CAT. NO UL71404 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-600X250X85 MM
EMEUL71405	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-750X250X85 MM	NOS		85051900	CAT. NO UL71405 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-750X250X85 MM
EMEUL71406	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-900X250X85 MM	NOS		85051900	CAT. NO UL71406 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-900X250X85 MM
EMEUL71407	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-600X300X85 MM	NOS		85051900	CAT. NO UL71407 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-600X300X85 MM
EMEUL71408	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-750X300X85 MM	NOS		85051900	CAT. NO UL71408 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-750X300X85 MM
EMEUL71409	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-900X300X85 MM	NOS		85051900	CAT. NO UL71409 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-900X300X85 MM
EMEUL71410	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1000X250X90 MM	NOS		85051900	CAT. NO UL71410 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1000X250X90 MM
EMEUL71411	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1000X300X90 MM	NOS		85051900	CAT. NO UL71411 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1000X300X90 MM
EMEUL71412	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1500X250X100 MM	NOS		85051900	CAT. NO UL71412 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1500X250X100 MM
EMEUL71413	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1500X300X100 MM	NOS		85051900	CAT. NO UL71413 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1500X300X100 MM
EMEUL71414	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1500X400X100 MM	NOS		85051900	CAT. NO UL71414 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1500X400X100 MM
EMEUL71415	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-800X400X85 MM	NOS		85051900	CAT. NO UL71415 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-800X400X85 MM
EMEUL71415S	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-800X400X95 MM	NOS		85051900	CAT. NO UL71415S HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-800X400X95 MM
EMEUL71416	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1200X500X100 MM	NOS		85051900	CAT. NO UL71416 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1200X500X100 MM
EMEUL71417	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1000X500X100 MM	NOS		85051900	CAT. NO UL71417 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1000X500X100 MM
EMEUL71418	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-700X400X85 MM	NOS		85051900	CAT. NO UL71418 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-700X400X85 MM
EMEUL71419	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1000X400X85 MM	NOS		85051900	CAT. NO UL71419 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1000X400X85 MM
EMEUL71420	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-500X250X85 MM	NOS		85051900	CAT. NO UL71420 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-500X250X85 MM
EMEUL71421	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1100X500X100 MM	NOS		85051900	CAT. NO UL71421 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1100X500X100 MM
EMEUL71422	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1500X700X100 MM	NOS		85051900	CAT. NO UL71422 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1500X700X100 MM
EMEUL71423	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1500X750X100 MM	NOS		85051900	CAT. NO UL71423 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1500X750X100 MM
EMEUL71424	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1200X600X100 MM	NOS		85051900	CAT. NO UL71424 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1200X600X100 MM
EMEUL71425	HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1300X600X100 MM	NOS		85051900	CAT. NO UL71425 HEAVY DUTY ELECTROMAGNETIC RECTANGULAR CHUCK-1300X600X100 MM
EMEUL71501	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-450X150X105 MM	NOS		85051900	CAT. NO UL71501 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-450X150X105 MM
EMEUL71502	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-500X200X85 MM	NOS		85051900	CAT. NO UL71502 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-500X200X85 MM
EMEUL71503	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-600X200X85 MM	NOS		85051900	CAT. NO UL71503 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-600X200X85 MM
EMEUL71504	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-600X250X85 MM	NOS		85051900	CAT. NO UL71504 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-600X250X85 MM
EMEUL71505	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-750X250X85 MM	NOS		85051900	CAT. NO UL71505 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-750X250X85 MM
EMEUL71506	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-900X250X85 MM	NOS		85051900	CAT. NO UL71506 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-900X250X85 MM
EMEUL71507	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-600X300X85 MM	NOS		85051900	CAT. NO UL71507 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-600X300X85 MM
EMEUL71508	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-750X300X85 MM	NOS		85051900	CAT. NO UL71508 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-750X300X85 MM
EMEUL71509	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-900X300X85 MM	NOS		85051900	CAT. NO UL71509 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-900X300X85 MM
EMEUL71510	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1000X250X90 MM	NOS		85051900	CAT. NO UL71510 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1000X250X90 MM
EMEUL71511	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1000X300X90 MM	NOS		85051900	CAT. NO UL71511 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1000X300X90 MM
EMEUL71512	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1500X250X100 MM	NOS		85051900	CAT. NO UL71512 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1500X250X100 MM
EMEUL71513	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1500X300X100 MM	NOS		85051900	CAT. NO UL71513 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1500X300X100 MM
EMEUL71514	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1500X400X100 MM	NOS		85051900	CAT. NO UL71514 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1500X400X100 MM
EMEUL71515	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-800X400X100 MM	NOS		85051900	CAT. NO UL71515 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-800X400X100 MM
EMEUL71516	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1200X400X100 MM	NOS		85051900	CAT. NO UL71516 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1200X400X100 MM
EMEUL71517	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1000X500X85 MM	NOS		85051900	CAT. NO UL71517 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1000X500X85 MM
EMEUL71518	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-700X400X85 MM	NOS		85051900	CAT. NO UL71518 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-700X400X85 MM
EMEUL71519	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1000X400X85 MM	NOS		85051900	CAT. NO UL71519 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1000X400X85 MM
EMEUL71520	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-500X250X85 MM	NOS		85051900	CAT. NO UL71520 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-500X250X85 MM
EMEUL71521	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1100X500X100 MM	NOS		85051900	CAT. NO UL71521 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1100X500X100 MM
EMEUL71522	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1500X700X100 MM	NOS		85051900	CAT. NO UL71522 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1500X700X100 MM
EMEUL71523	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1500X750X100 MM	NOS		85051900	CAT. NO UL71523 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1500X750X100 MM
EMEUL71524	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1200X600X100 MM	NOS		85051900	CAT. NO UL71524 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1200X600X100 MM
EMEUL71525	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1300X600X100 MM	NOS		85051900	CAT. NO UL71525 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1300X600X100 MM
EMEUL83601	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-450X150X105 MM	NOS		85051900	CAT. NO UL83601 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-450X150X105 MM
EMEUL83602	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-500X200X85 MM	NOS		85051900	CAT. NO UL83602 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-500X200X85 MM
EMEUL83603	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-600X200X85 MM	NOS		85051900	CAT. NO UL83603 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-600X200X85 MM
EMEUL83604	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-600X250X85 MM	NOS		85051900	CAT. NO UL83604 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-600X250X85 MM
EMEUL83605	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-750X250X85 MM	NOS		85051900	CAT. NO UL83605 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-750X250X85 MM
EMEUL83606	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-900X250X85 MM	NOS		85051900	CAT. NO UL83606 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-900X250X85 MM
EMEUL83607	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-600X300X85 MM	NOS		85051900	CAT. NO UL83607 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-600X300X85 MM
EMEUL83608	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-750X300X85 MM	NOS		85051900	CAT. NO UL83608 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-750X300X85 MM
EMEUL83609	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-900X300X85 MM	NOS		85051900	CAT. NO UL83609 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-900X300X85 MM
EMEUL83610	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1000X250X90 MM	NOS		85051900	CAT. NO UL83610 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1000X250X90 MM
EMEUL83611	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1000X300X90 MM	NOS		85051900	CAT. NO UL83611 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1000X300X90 MM
EMEUL83612	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1500X250X100 MM	NOS		85051900	CAT. NO UL83612 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1500X250X100 MM
EMEUL83613	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1500X300X100 MM	NOS		85051900	CAT. NO UL83613 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1500X300X100 MM
EMEUL83614	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-800X400X95 MM	NOS		85051900	CAT. NO UL83614 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-800X400X95 MM
EMEUL83615	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1200X400X100 MM	NOS		85051900	CAT. NO UL83615 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1200X400X100 MM
EMEUL83616	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1200X500X100 MM	NOS		85051900	CAT. NO UL83616 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1200X500X100 MM
EMEUL83617	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1000X500X90MM	NOS		85051900	CAT. NO UL83617 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1000X500X90MM
EMEUL83618	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-700X400X95 MM	NOS		85051900	CAT. NO UL83618 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-700X400X95 MM
EMEUL83619	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1000X400X90 MM	NOS		85051900	CAT. NO UL83619 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1000X400X90 MM
EMEUL83620	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-500X250X85 MM	NOS		85051900	CAT. NO UL83620 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-500X250X85 MM
EMEUL83621	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1100X500X100 MM	NOS		85051900	CAT. NO UL83621 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1100X500X100 MM
EMEUL83622	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1500X700X100 MM	NOS		85051900	CAT. NO UL83622 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1500X700X100 MM
EMEUL83623	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1500X750X100 MM	NOS		85051900	CAT. NO UL83623 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1500X750X100 MM
EMEUL83624	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1200X600X100 MM	NOS		85051900	CAT. NO UL83624 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1200X600X100 MM
EMEUL83625	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1300X600X100 MM	NOS		85051900	CAT. NO UL83625 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-1300X600X100 MM
EMEUL83626	HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-420X210X90 MM	NOS		85051900	CAT. NO UL83625 HEAVY DUTY FINE PITCH MULTI COIL ELECTRO MAGNETIC CHUCK-420X210X90 MM
EMPUL83901	MODULAR ELECTROPERMANENT MAGNET DIA-150 MM	NOS		85051900	CAT. NO UL839SPL-DIA150 MODULAR ELECTROPERMANENT MAGNET DIA-150 MM
EMEUL72201	MULTI COIL MICRO FINE PITCH ELECTRO MAGNETIC CHUCK-450X150X100 MM	NOS		85051900	CAT. NO UL72201 MULTI COIL MICRO FINE PITCH ELECTRO MAGNETIC CHUCK-450X150X100 MM
EMEUL72202	MULTI COIL MICRO FINE PITCH ELECTRO MAGNETIC CHUCK-450X200X85 MM	NOS		85051900	CAT. NO UL72202 MULTI COIL MICRO FINE PITCH ELECTRO MAGNETIC CHUCK-450X200X85 MM
EMEUL72203	MULTI COIL MICRO FINE PITCH ELECTRO MAGNETIC CHUCK-500X200X85 MM	NOS		85051900	CAT. NO UL72203 MULTI COIL MICRO FINE PITCH ELECTRO MAGNETIC CHUCK-500X200X85 MM
EMEUL72204	MULTI COIL MICRO FINE PITCH ELECTRO MAGNETIC CHUCK-600X200X85 MM	NOS		85051900	CAT. NO UL72204 MULTI COIL MICRO FINE PITCH ELECTRO MAGNETIC CHUCK-600X200X85 MM
EMEUL72205	MULTI COIL MICRO FINE PITCH ELECTRO MAGNETIC CHUCK-750X250X85 MM	NOS		85051900	CAT. NO UL72205 MULTI COIL MICRO FINE PITCH ELECTRO MAGNETIC CHUCK-750X250X85 MM
EMPUL71901	ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-600X320X80 MM	NOS		85051900	CAT. NO UL71901 ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-600X320X80 MM
EMPUL71902	ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-750X320X90 MM	NOS		85051900	CAT. NO UL71902 ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-750X320X90 MM
EMPUL71903	ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-1000X320X90 MM	NOS		85051900	CAT. NO UL71903 ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-1000X320X90 MM
EMPUL71904	ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-1500X320X90 MM	NOS		85051900	CAT. NO UL71904 ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-1500X320X90 MM
EMPUL71905	ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-600X410X80 MM	NOS		85051900	CAT. NO UL71905 ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-600X410X80 MM
EMPUL71906	ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-750X410X90 MM	NOS		85051900	CAT. NO UL71906 ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-750X410X90 MM
EMPUL71907	ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-1000X410X90 MM	NOS		85051900	CAT. NO UL71907 ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-1000X410X90 MM
EMPUL71908	ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-1500X410X90 MM	NOS		85051900	CAT. NO UL71908 ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-1500X410X90 MM
EMPUL71909	ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-410X410X80 MM	NOS		85051900	CAT. NO UL71909 ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-410X410X80 MM
EMPUL71910	ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-800X410X90 MM	NOS		85051900	CAT. NO UL71910 ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-800X410X90 MM
EMPUL71911	ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-1000X500X90 MM	NOS		85051900	CAT. NO UL71911 ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-1000X500X90 MM
EMPUL71912	ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-1000X800X90 MM	NOS		85051900	CAT. NO UL719SPL-1000X800 ELECTRO PERMANENT MAGENTIC CHUCK (70 X 70) QUARD POLE-1000X800X90 MM
EMPUL71801	ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-500X200X80 MM	NOS		85051900	CAT. NO UL71801 ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-500X200X80 MM
EMPUL71802	ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-600X200X80 MM	NOS		85051900	CAT. NO UL71802 ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-600X200X80 MM
EMPUL71803	ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-600X250X80 MM	NOS		85051900	CAT. NO UL71803 ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-600X250X80 MM
EMPUL71804	ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-600X300X80 MM	NOS		85051900	CAT. NO UL71804 ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-600X300X80 MM
EMPUL71805	ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-600X400X80 MM	NOS		85051900	CAT. NO UL71805 ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-600X400X80 MM
EMPUL71806	ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-750X250X90 MM	NOS		85051900	CAT. NO UL71806 ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-750X250X90 MM
EMPUL71807	ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-750X300X90 MM	NOS		85051900	CAT. NO UL71807 ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-750X300X90 MM
EMPUL71808	ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-1000X250X90 MM	NOS		85051900	CAT. NO UL71808 ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-1000X250X90 MM
EMPUL71809	ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-400X400X90 MM	NOS		85051900	CAT. NO UL71809 ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-400X400X90 MM
EMPUL71810	ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-800X400X90 MM	NOS		85051900	CAT. NO UL71810 ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-800X400X90 MM
EMPUL71811	ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-1000X500X90 MM	NOS		85051900	CAT. NO UL71811 ELECTRO PERMANENT MAGENTIC CHUCK (47X47) QUARD POLE-1000X500X90 MM
EMPUL81601	ELECTROPERMANENT MAGNETIC CHUCK FOR HORIZONTAL MACHINING	NOS		85051900	CAT. NO UL81601 ELECTROPERMANENT MAGNETIC CHUCK FOR HORIZONTAL MACHINING
EMPUL72301	FINE PITCH ELECTROPERMANENT MAGNETIC CHUCK FOR GRIDING MACHINE POLE GAP 6.5MM-450X150X105 MM	NOS		85051900	CAT. NO UL72301 FINE PITCH ELECTROPERMANENT MAGNETIC CHUCK FOR GRIDING MACHINE POLE GAP 6.5MM-450X150X105 MM
